endTime,artistName,trackName,msPlayed
2023-01-02 20:59,The Smiths,Heaven Knows I'm Miserable Now - 2011 Remaster,348.0
2023-01-02 20:59,daddy's girl,after dark x sweater weather,232.0
2023-01-02 20:59,The Notorious B.I.G.,Big Poppa - 2005 Remaster,12448.0
2023-01-02 20:59,Ariana Grande,needy,28669.0
2023-01-02 20:59,Ariana Grande,Be Alright,15001.0
2023-01-02 21:05,Ariana Grande,The Way,278.0
2023-01-02 21:05,Cigarettes After Sex,Pistol,6385.0
2023-01-02 21:05,Kaizers Orchestra,Hjerteknuser,952.0
2023-01-02 21:05,Peach Pit,Alrighty Aphrodite,11550.0
2023-01-02 21:05,Angus & Julia Stone,Big Jet Plane,4818.0
2023-01-02 22:29,Marilyn Manson,This Is The New Shit,60882.0
2023-01-02 22:29,CORPSE,MISA MISA!,23353.0
2023-01-02 22:29,Ariana Grande,Just A Little Bit Of Your Heart,10052.0
2023-01-02 22:54,Marilyn Manson,This Is The New Shit,1253.0
2023-01-02 22:55,Bring Me The Horizon,Drown,53940.0
2023-01-02 22:55,The Notorious B.I.G.,Can I Get Witcha (feat. Lil' Cease) - 2005 Remaster,25775.0
2023-01-02 22:55,Sports,You Are the Right One,21178.0
2023-01-02 22:55,Ariana Grande,Honeymoon Avenue,8060.0
2023-01-02 22:56,ghostly echoes,after dark x sweater weather (slowed + reverb),1130.0
2023-01-02 22:56,daddy's girl,after dark x sweater weather,469.0
2023-01-02 22:56,daddy's girl,after dark x sweater weather,490.0
2023-01-02 22:56,Bring Me The Horizon,Drown,34325.0
2023-01-02 22:56,Ariana Grande,Side To Side,2858.0
2023-01-02 22:56,Palaye Royale,Mr. Doctor Man,1429.0
2023-01-02 22:56,ghostly echoes,after dark x sweater weather (slowed + reverb),234.0
2023-01-02 22:56,Wu-Tang Clan,"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",1088.0
2023-01-02 22:56,Wu-Tang Clan,"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",1173.0
2023-01-02 22:56,daddy's girl,after dark x sweater weather,2453.0
2023-01-02 22:56,Blossom Dearie,Boum,725.0
2023-01-02 22:56,Cigarettes After Sex,Sunsetz,6058.0
2023-01-02 23:02,ghostly echoes,after dark x sweater weather (slowed + reverb),345549.0
2023-01-02 23:07,daddy's girl,after dark x sweater weather,290571.0
2023-01-02 23:13,ghostly echoes,after dark x sweater weather (slowed + reverb),345549.0
2023-01-02 23:18,daddy's girl,after dark x sweater weather,290571.0
2023-01-02 23:23,ghostly echoes,after dark x sweater weather (slowed + reverb),345549.0
2023-01-02 23:28,daddy's girl,after dark x sweater weather,290571.0
2023-01-02 23:34,ghostly echoes,after dark x sweater weather (slowed + reverb),345549.0
2023-01-02 23:34,Ariana Grande,get well soon,10322.0
2023-01-02 23:45,ghostly echoes,after dark x sweater weather (slowed + reverb),345549.0
2023-01-02 23:45,Cypress Hill,Insane in the Brain,14022.0
2023-01-02 23:49,Arctic Monkeys,Arabella,8141.0
2023-01-03 00:00,daddy's girl,after dark x sweater weather,290571.0
2023-01-03 00:06,ghostly echoes,after dark x sweater weather (slowed + reverb),345549.0
2023-01-03 00:11,daddy's girl,after dark x sweater weather,290571.0
2023-01-03 00:16,ghostly echoes,after dark x sweater weather (slowed + reverb),345549.0
2023-01-03 00:21,daddy's girl,after dark x sweater weather,290571.0
2023-01-03 00:27,ghostly echoes,after dark x sweater weather (slowed + reverb),345549.0
2023-01-03 00:27,Wu-Tang Clan,"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",10724.0
2023-01-03 00:38,ghostly echoes,after dark x sweater weather (slowed + reverb),345549.0
2023-01-03 00:42,daddy's girl,after dark x sweater weather,290571.0
2023-01-03 00:48,ghostly echoes,after dark x sweater weather (slowed + reverb),345549.0
2023-01-03 00:53,daddy's girl,after dark x sweater weather,290571.0
2023-01-03 00:59,ghostly echoes,after dark x sweater weather (slowed + reverb),345549.0
2023-01-03 01:04,daddy's girl,after dark x sweater weather,290571.0
2023-01-03 01:09,ghostly echoes,after dark x sweater weather (slowed + reverb),345549.0
2023-01-03 01:14,daddy's girl,after dark x sweater weather,290571.0
2023-01-03 01:20,ghostly echoes,after dark x sweater weather (slowed + reverb),345549.0
2023-01-03 01:20,Led Zeppelin,When the Levee Breaks - Remaster,11221.0
2023-01-03 01:25,Astrid S,Come First,8672.0
2023-01-03 01:35,daddy's girl,after dark x sweater weather,290571.0
2023-01-03 01:41,ghostly echoes,after dark x sweater weather (slowed + reverb),345549.0
2023-01-03 01:46,daddy's girl,after dark x sweater weather,290571.0
2023-01-03 01:46,Joji,YEAH RIGHT,17648.0
2023-01-03 01:46,Daryl Hall & John Oates,You Make My Dreams (Come True),3006.0
2023-01-03 11:01,Daryl Hall & John Oates,You Make My Dreams (Come True),882.0
2023-01-03 11:01,ghostly echoes,after dark x sweater weather (slowed + reverb),43672.0
2023-01-03 11:01,Mr.Kitty,After Dark,2600.0
2023-01-03 11:05,Cage The Elephant,What I'm Becoming,230040.0
2023-01-03 11:06,Falling In Reverse,Chemical Prisoner,45823.0
2023-01-03 11:06,Conan Gray,Fight or Flight,952.0
2023-01-03 11:06,Men I Trust,Alright,487.0
2023-01-03 11:06,Depeche Mode,Enjoy the Silence,1230.0
2023-01-03 11:06,ROLE MODEL,notice me (feat. BENEE),1661.0
2023-01-03 11:06,Rammstein,Deutschland,14528.0
2023-01-03 11:12,Men I Trust,Alright,57394.0
2023-01-03 11:12,Ariana Grande,just like magic,22008.0
2023-01-03 11:13,Daryl Hall & John Oates,You Make My Dreams (Come True),78204.0
2023-01-03 11:13,NOFX,Oxy Moronic,12422.0
2023-01-03 11:13,Des Rocs,Used to the Darkness,1300.0
2023-01-03 11:13,Daryl Hall & John Oates,Maneater,22755.0
2023-01-03 11:13,Led Zeppelin,When the Levee Breaks - Remaster,29693.0
2023-01-03 11:13,Ariana Grande,NASA,3742.0
2023-01-03 11:15,Mr.Kitty,After Dark,232.0
2023-01-03 11:15,Bring Me The Horizon,Can You Feel My Heart,998.0
2023-01-03 11:15,BØRNS,Clouds,94760.0
2023-01-03 11:15,Rob Zombie,Thunder Kiss '65 - JDevil Number Of The Beast Remix,1044.0
2023-01-03 11:15,Vlad Holiday,So Damn Into You,557.0
2023-01-03 11:15,Des Rocs,Used to the Darkness,696.0
2023-01-03 11:15,Kaizers Orchestra,Prosessen,1160.0
2023-01-03 11:15,Caroline Polachek,Hit Me Where It Hurts,626.0
2023-01-03 11:15,BØRNS,Clouds,510.0
2023-01-03 11:15,Ariana Grande,Break Your Heart Right Back,1625.0
2023-01-03 11:15,Conan Gray,Astronomy,11501.0
2023-01-03 11:15,Ariana Grande,Winter Things,10016.0
2023-01-03 11:15,Ariana Grande,My Everything,6802.0
2023-01-03 11:17,Dorothy,Dark Nights,719.0
2023-01-03 11:17,Christian Leave,Can't Help Falling in Love,998.0
2023-01-03 11:17,Suákata,Muy Diferente,102980.0
2023-01-03 11:17,Highly Suspect,My Name Is Human,17096.0
2023-01-03 11:19,BØRNS,Clouds,417.0
2023-01-03 11:19,The Smiths,Heaven Knows I'm Miserable Now - 2011 Remaster,185.0
2023-01-03 11:19,The Smiths,Heaven Knows I'm Miserable Now - 2011 Remaster,162.0
2023-01-03 11:19,Dorothy,Dark Nights,126270.0
2023-01-03 11:19,Kaizers Orchestra,Prosessen,464.0
2023-01-03 11:19,Vlad Holiday,So Damn Into You,14001.0
2023-01-03 11:19,Pixies,Here Comes Your Man,29321.0
2023-01-03 11:19,Ariana Grande,west side,25644.0
2023-01-03 11:20,Ariana Grande,Break Your Heart Right Back,28523.0
2023-01-03 11:21,Ariana Grande,just like magic,348.0
2023-01-03 11:21,Ariana Grande,ghostin,3645.0
2023-01-03 11:21,John Newman,Love Me Again,348.0
2023-01-03 11:21,Cigarettes After Sex,Pistol,673.0
2023-01-03 11:21,The Smiths,Heaven Knows I'm Miserable Now - 2011 Remaster,348.0
2023-01-03 11:21,The Smiths,Heaven Knows I'm Miserable Now - 2011 Remaster,0.0
2023-01-03 11:21,BØRNS,Clouds,139.0
