endTime,artistName,trackName,msPlayed
2023-07-05 16:31,Rush,Tom Sawyer,2066.0
2023-07-05 16:31,Tom Petty,Free Fallin',8195.0
2023-07-05 16:31,2Pac,Young Niggaz,19806.0
2023-07-05 16:31,2Pac,Young Niggaz,882.0
2023-07-05 16:31,Sleeping With Sirens,Better Off Dead,4481.0
2023-07-05 16:31,Ariana Grande,ghostin,16487.0
2023-07-05 16:32,Wu-Tang Clan,"Bring Da Ruckus (feat. RZA, Ghostface Killah, Raekwon & Inspectah Deck)",23962.0
2023-07-05 16:32,2Pac,Young Niggaz,557.0
2023-07-05 16:32,Lana Del Rey,Young And Beautiful,208.0
2023-07-05 16:32,Leonard Cohen,Take This Waltz - Paris Version,50828.0
2023-07-05 16:33,Pixies,All I Think About Now,33645.0
2023-07-05 16:34,Leonard Cohen,Take This Waltz - Paris Version,33994.0
2023-07-05 16:36,MARBLES,Woman,144915.0
2023-07-05 16:36,Arctic Monkeys,505,21617.0
2023-07-05 16:36,Alexander Stewart,Best Damn Thing,19676.0
2023-07-05 16:37,Sting,Englishman In New York,1230.0
2023-07-05 16:37,Lana Del Rey,Ride,37662.0
2023-07-05 16:37,Rammstein,Waidmanns Heil,696.0
2023-07-05 16:37,Arctic Monkeys,R U Mine?,998.0
2023-07-05 16:39,Sting,Englishman In New York,107833.0
2023-07-05 16:39,Palaye Royale,Dying In A Hot Tub,18045.0
2023-07-05 16:39,Ariana Grande,34+35,27438.0
2023-07-05 16:40,Lana Del Rey,Chemtrails Over The Country Club,2577.0
2023-07-05 16:40,Lana Del Rey,Ride,23243.0
2023-07-05 16:40,Bring Me The Horizon,Happy Song,28831.0
2023-07-05 16:48,Kaizers Orchestra,Resistansen,0.0
2023-07-05 16:48,Lana Del Rey,Ride,289080.0
2023-07-05 16:48,Ariana Grande,Baby I,7536.0
2023-07-05 16:49,Charli XCX,New Shapes (feat. Christine and the Queens and Caroline Polachek),4646.0
2023-07-05 16:52,Ariana Grande,34+35,12585.0
2023-07-05 16:52,Troye Sivan,Dance To This (feat. Ariana Grande),163166.0
