endTime,artistName,trackName,msPlayed
2023-02-25 22:43,grandson,Blood // Water,766.0
2023-02-25 22:43,BØRNS,"10,000 Emerald Pools",650.0
2023-02-25 22:43,Joji,YUKON (INTERLUDE),743.0
2023-02-25 22:43,The Warning,CHOKE (with grandson & Zero 9:36),255.0
2023-02-25 22:43,Kaizers Orchestra,Hjerteknuser,719.0
2023-02-25 22:43,Vlad Holiday,So Damn Into You,580.0
2023-02-25 22:43,The Warning,CHOKE (with grandson & Zero 9:36),626.0
2023-02-25 22:43,Ariana Grande,six thirty,301.0
2023-02-25 22:43,Royal Deluxe,Fame,789.0
2023-02-25 22:43,The Pretty Reckless,Blame Me,812.0
2023-02-25 22:43,Pixies,Here Comes Your Man,650.0
2023-02-25 22:43,Cage The Elephant,Cry Baby,696.0
2023-02-25 22:43,Jimi Hendrix,Jungle,673.0
2023-02-25 22:43,The Pretty Reckless,Blame Me,603.0
2023-02-25 22:43,MARBLES,I'm Not Ready,348.0
2023-02-25 22:43,Cage The Elephant,The War Is Over,696.0
2023-02-25 22:43,Cigarettes After Sex,Pistol,626.0
2023-02-25 22:43,Sleeping With Sirens,Left Alone,371.0
2023-02-25 22:43,The Smiths,Heaven Knows I'm Miserable Now - 2011 Remaster,255.0
2023-02-25 22:43,The All-American Rejects,Move Along,232.0
2023-02-25 22:43,The All-American Rejects,Move Along,487.0
2023-02-25 22:43,The Growlers,Orgasm of Death,232.0
2023-02-25 22:43,Peach Pit,Alrighty Aphrodite,348.0
2023-02-25 22:43,alt-J,Breezeblocks,185.0
2023-02-25 22:43,Angus & Julia Stone,Chateau,208.0
2023-02-25 22:43,Jimi Hendrix,Castles Made of Sand,17871.0
2023-02-25 22:45,Cage The Elephant,Portuguese Knife Fight,2739.0
2023-02-25 22:45,The Pretty Reckless,Blame Me,789.0
2023-02-25 22:45,BØRNS,"10,000 Emerald Pools",2345.0
2023-02-25 22:45,Marvin Gaye,Right On - Detroit Mix,3947.0
2023-02-25 22:45,alt-J,Breezeblocks,115124.0
2023-02-25 22:45,The Struts,Wild Child (with Tom Morello),1277.0
2023-02-25 22:45,The All-American Rejects,Move Along,859.0
2023-02-25 22:45,Led Zeppelin,Over the Hills and Far Away - Remaster,9055.0
2023-02-25 22:45,Rosa Walton,I Really Want to Stay at Your House,673.0
2023-02-25 22:45,You Me At Six,Night People,2159.0
2023-02-25 22:45,Eminem,Stan,464.0
2023-02-25 22:45,Marvin Gaye,Right On - Detroit Mix,12608.0
2023-02-25 22:45,Eminem,Stan,580.0
2023-02-25 22:45,grandson,Blood // Water,1184.0
2023-02-25 22:45,Dire Straits,Brothers In Arms,29615.0
2023-02-25 22:45,San Holo,BRING BACK THE COLOR (feat. AURORA),10199.0
2023-02-25 22:49,Rag'n'Bone Man,Human,200186.0
2023-02-25 22:53,Cannons,Fire for You,231825.0
2023-02-25 22:53,Led Zeppelin,Immigrant Song - Remaster,3983.0
2023-02-25 23:00,Karpe,Lett å være rebell i kjellerleiligheten din,292134.0
2023-02-25 23:00,Bring Me The Horizon,And the Snakes Start to Sing,16783.0
2023-02-26 09:10,Chris Cornell,Nothing Compares 2 U - Live At SiriusXM/2015,101740.0
2023-02-26 09:10,Ariana Grande,test drive,149.0
2023-02-26 09:11,Alvvays,Dreams Tonite,79445.0
2023-02-26 09:11,CORPSE,MISA MISA!,554.0
2023-02-26 09:11,Des Rocs,Used to the Darkness,19222.0
2023-02-26 09:15,Alvvays,Dreams Tonite,196026.0
2023-02-26 09:15,Ariana Grande,Baby I,27213.0
2023-02-26 09:15,Sleeping With Sirens,Better Off Dead,10903.0
2023-02-26 09:20,daddy's girl,after dark x sweater weather,13124.0
2023-02-26 09:20,Ariana Grande,safety net (feat. Ty Dolla $ign),27714.0
2023-02-26 09:21,Joji,Demons,29318.0
2023-02-26 09:28,Alvvays,Dreams Tonite,41493.0
2023-02-26 09:28,CORPSE,MISA MISA!,768.0
2023-02-26 09:28,Ariana Grande,Problem,10448.0
2023-02-26 09:28,Ariana Grande,"thank u, next",16213.0
2023-02-26 09:42,The Vaccines,Your Love Is My Favourite Band,464.0
2023-02-26 09:42,Sports,You Are the Right One,812.0
2023-02-26 09:42,Pastel Ghost,Dark Beach,603.0
2023-02-26 09:42,Troye Sivan,The Good Side,626.0
2023-02-26 09:42,Kishi Bashi,I Am the Antichrist to You,626.0
2023-02-26 09:42,Alvvays,Dreams Tonite,162575.0
2023-02-26 09:42,Troye Sivan,The Good Side,278.0
2023-02-26 09:42,CORPSE,MISA MISA!,13537.0
