endTime,artistName,trackName,msPlayed
2023-08-11 09:14,Yumi Zouma,Yesterday,1770.0
2023-08-11 09:14,BØRNS,"10,000 Emerald Pools",4160.0
2023-08-11 09:14,Gorillaz,She's My Collar (feat. Kali Uchis),810.0
2023-08-11 09:14,Mötley Crüe,Dr. Feelgood,1706.0
2023-08-11 09:14,Pixies,Here Comes Your Man,14191.0
2023-08-11 09:14,Mr.Kitty,After Dark,17215.0
2023-08-11 09:14,Ariana Grande,Santa Baby,22330.0
2023-08-11 09:15,Kordhell,Murder In My Mind,725.0
2023-08-11 09:15,Kendrick Lamar,FEEL.,853.0
2023-08-11 09:15,Childish Gambino,Heartbeat,618.0
2023-08-11 09:15,The Who,Baba O'Riley,874.0
2023-08-11 09:15,Childish Gambino,Heartbeat,12096.0
2023-08-11 09:15,Pixies,All I Think About Now,277.0
2023-08-11 09:15,Allie Cabal,City,682.0
2023-08-11 09:15,Djonga,SOLTO,768.0
2023-08-11 09:15,Wu-Tang Clan,"Bring Da Ruckus (feat. RZA, Ghostface Killah, Raekwon & Inspectah Deck)",234.0
2023-08-11 09:15,Led Zeppelin,Ramble On - 1990 Remaster,640.0
2023-08-11 09:15,Tears For Fears,Everybody Wants To Rule The World,405.0
2023-08-11 09:15,Suki Waterhouse,Good Looking,191.0
2023-08-11 09:15,Wu-Tang Clan,"Bring Da Ruckus (feat. RZA, Ghostface Killah, Raekwon & Inspectah Deck)",1045.0
2023-08-11 09:15,Flume,Never Be Like You,448.0
2023-08-11 09:15,Greta Van Fleet,A Change Is Gonna Come,448.0
2023-08-11 09:15,Suki Waterhouse,Good Looking,746.0
2023-08-11 09:15,2Pac,Young Niggaz,533.0
2023-08-11 09:15,Leonard Cohen,Take This Waltz - Paris Version,213.0
2023-08-11 09:15,Ariana Grande,Best Mistake,277.0
2023-08-11 09:15,Childish Gambino,Heartbeat,383.0
2023-08-11 09:15,The Technicolors,Neon Roses,384.0
2023-08-11 09:15,Dorothy,Dark Nights,29056.0
2023-08-11 09:15,Enigma,Sadeness,3541.0
2023-08-11 09:15,San Holo,BRING BACK THE COLOR (feat. AURORA),384.0
2023-08-11 09:15,Enigma,Sadeness,490.0
2023-08-11 09:15,Lana Del Rey,Young And Beautiful,661.0
2023-08-11 09:19,Kendrick Lamar,FEEL.,214826.0
2023-08-11 09:19,Ariana Grande,Tattooed Heart,3289.0
2023-08-11 09:20,UNDERGRUNN,Italia,831.0
2023-08-11 09:20,Rage Against The Machine,Guerrilla Radio,1002.0
2023-08-11 09:20,Men I Trust,Show Me How,703.0
2023-08-11 09:20,Ariana Grande,raindrops (an angel cried),831.0
2023-08-11 09:20,MF DOOM,Rapp Snitch Knishes feat. Mr. Fantastik,640.0
2023-08-11 09:20,Ariana Grande,Be My Baby,746.0
2023-08-11 09:20,AURORA,The Seed,576.0
2023-08-11 09:20,Nicholas Britell,Agape,703.0
2023-08-11 09:20,Ween,Ocean Man,682.0
2023-08-11 09:20,Rage Against The Machine,Guerrilla Radio,810.0
2023-08-11 09:20,Des Rocs,"Maybe, I",35446.0
2023-08-11 09:22,Ween,Ocean Man,126946.0
2023-08-11 09:23,Rage Against The Machine,Guerrilla Radio,81492.0
