endTime,artistName,trackName,msPlayed
2023-04-04 06:34,Andy Black,Put The Gun Down,47554.0
2023-04-04 06:34,Childish Gambino,Les,812.0
2023-04-04 06:34,Nothing But Thieves,Amsterdam,162.0
2023-04-04 06:34,Enigma,Sadeness,394.0
2023-04-04 06:34,Tears For Fears,Head Over Heels / Broken,4412.0
2023-04-04 06:34,Matthew Dear,Bad Ones (feat. Tegan and Sara),11148.0
2023-04-04 06:36,Ariana Grande,in my head,12770.0
2023-04-04 06:36,Enigma,Sadeness,126873.0
2023-04-04 06:36,Gorillaz,DARE,23558.0
2023-04-04 06:37,CORPSE,MISA MISA!,766.0
2023-04-04 06:37,Led Zeppelin,When the Levee Breaks - Remaster,41168.0
2023-04-04 06:37,Nick Cave & The Bad Seeds,O Children,1462.0
2023-04-04 06:37,BØRNS,Seeing Stars,301.0
2023-04-04 06:37,Ariana Grande,nasty,13047.0
2023-04-04 06:41,Ariana Grande,My Everything,5151.0
2023-04-04 06:41,The Black Keys,Shine A Little Light,28217.0
2023-04-04 06:41,Ariana Grande,Be Alright,9456.0
2023-04-04 06:42,The Fratellis,She's Not Gone Yet But She's Leaving,2414.0
2023-04-04 06:43,Aerosmith,Dream On,118096.0
2023-04-04 06:43,Ariana Grande,raindrops (an angel cried),6535.0
2023-04-04 06:43,Ariana Grande,7 rings,24648.0
2023-04-04 06:43,Fei Yu-ching,一翦梅,26797.0
2023-04-04 06:44,Mareux,The Perfect Girl,394.0
2023-04-04 06:44,CORPSE,MISA MISA!,580.0
2023-04-04 06:44,Led Zeppelin,When the Levee Breaks - Remaster,441.0
2023-04-04 06:44,Alvvays,Dreams Tonite,325.0
2023-04-04 06:44,Ariana Grande,sweetener,1393.0
2023-04-04 06:44,Kendrick Lamar,FEEL.,2020.0
2023-04-04 06:44,Kishi Bashi,I Am the Antichrist to You,441.0
2023-04-04 06:47,Pastel Ghost,Dark Beach,222000.0
2023-04-04 06:47,The Police,Every Breath You Take,27054.0
2023-04-04 06:51,Mr.Kitty,After Dark,18730.0
2023-04-04 06:51,Linkin Park,Papercut,184866.0
2023-04-04 06:51,Kaizers Orchestra,Prosessen,7377.0
2023-04-04 06:51,Ariana Grande,breathin,21882.0
2023-04-04 06:51,The Strokes,Threat of Joy,11996.0
2023-04-04 07:55,Ariana Grande,right there - live,20881.0
2023-04-04 07:56,daddy's girl,after dark x sweater weather,510.0
2023-04-04 07:56,Kurt Vile,Pretty Pimpin,8435.0
2023-04-04 07:56,Kaizers Orchestra,Hjerteknuser,534.0
2023-04-04 07:56,Vlad Holiday,So Damn Into You,325.0
2023-04-04 07:56,The Fratellis,She's Not Gone Yet But She's Leaving,510.0
2023-04-04 07:56,BØRNS,"10,000 Emerald Pools",116.0
2023-04-04 07:56,Des Rocs,Outta My Mind,208.0
2023-04-04 07:56,The Vaccines,Your Love Is My Favourite Band,162.0
2023-04-04 07:56,Fools Garden,Lemon Tree,650.0
2023-04-04 07:56,Ariana Grande,The Way - Live from London (feat. Mac Miller),185.0
2023-04-04 07:56,The Smiths,Heaven Knows I'm Miserable Now - 2011 Remaster,16230.0
2023-04-04 07:56,Angus & Julia Stone,Chateau,394.0
2023-04-04 07:56,MARBLES,I'm Not Ready,394.0
2023-04-04 07:56,Joji,Die For You,696.0
2023-04-04 07:56,Pixies,Here Comes Your Man,487.0
2023-04-04 07:56,Cigarettes After Sex,Pistol,185.0
2023-04-04 07:56,Ariana Grande,right there - live,21490.0
2023-04-04 07:56,Angus & Julia Stone,Chateau,20200.0
2023-04-04 08:05,Franz Ferdinand,Take Me Out,37848.0
2023-04-04 08:05,Matthew Dear,Bad Ones (feat. Tegan and Sara),10666.0
2023-04-04 08:05,Pixies,Here Comes Your Man,18798.0
2023-04-04 08:05,Ariana Grande,boyfriend (with Social House),28987.0
2023-04-04 08:14,BØRNS,"10,000 Emerald Pools",174693.0
2023-04-04 08:14,Ariana Grande,make up,23777.0
2023-04-04 08:14,The Vaccines,Want You So Bad,17149.0
2023-04-04 08:16,The Cure,Pictures Of You - Remastered,1718.0
2023-04-04 08:16,Cream,White Room,143802.0
2023-04-04 08:16,Aerosmith,Walk This Way,1114.0
2023-04-04 08:16,Aerosmith,Walk This Way,905.0
2023-04-04 08:16,Lana Del Rey,Brooklyn Baby,17252.0
2023-04-04 08:46,Pastel Ghost,Dark Beach,255.0
2023-04-04 08:46,Gorillaz,DARE,232.0
2023-04-04 08:46,Matthew Dear,Bad Ones (feat. Tegan and Sara),1160.0
2023-04-04 08:46,Troye Sivan,The Good Side,162.0
2023-04-04 08:46,Kishi Bashi,I Am the Antichrist to You,139.0
2023-04-04 08:46,Sports,You Are the Right One,441.0
2023-04-04 08:46,Franz Ferdinand,Take Me Out,11476.0
2023-04-04 08:50,Suki Waterhouse,Good Looking,214800.0
2023-04-04 08:53,YONAKA,Seize the Power,161617.0
2023-04-04 08:55,Leonard Cohen,Famous Blue Raincoat,117121.0
2023-04-04 08:55,David Bowie,Heroes - 2017 Remaster,7955.0
2023-04-04 08:56,CORPSE,MISA MISA!,255.0
2023-04-04 08:56,The Handsome Family,Far from Any Road,487.0
2023-04-04 08:56,Matthew Dear,Bad Ones (feat. Tegan and Sara),278.0
2023-04-04 08:56,Gorillaz,DARE,162.0
2023-04-04 08:56,Daryl Hall & John Oates,You Make My Dreams (Come True),1114.0
2023-04-04 08:56,Mareux,The Perfect Girl,162.0
2023-04-04 08:56,Alvvays,Dreams Tonite,719.0
2023-04-04 08:56,Kendrick Lamar,FEEL.,71703.0
2023-04-04 08:56,Alvvays,Dreams Tonite,162.0
2023-04-04 08:56,Ariana Grande,pete davidson,348.0
2023-04-04 08:56,Enigma,Sadeness,510.0
2023-04-04 08:56,Childish Gambino,Heartbeat,255.0
2023-04-04 08:56,Lorde,Team,232.0
2023-04-04 09:00,Kaizers Orchestra,Prosessen,255.0
2023-04-04 09:00,Ariana Grande,Baby I,394.0
2023-04-04 09:00,MARBLES,I'm Not Ready,185.0
2023-04-04 09:00,Cigarettes After Sex,Pistol,534.0
2023-04-04 09:00,The Fratellis,She's Not Gone Yet But She's Leaving,255.0
2023-04-04 09:00,daddy's girl,after dark x sweater weather,239815.0
2023-04-04 09:00,Kaizers Orchestra,Hjerteknuser,487.0
2023-04-04 09:00,Vlad Holiday,So Damn Into You,464.0
2023-04-04 09:00,CORPSE,MISA MISA!,15638.0
2023-04-04 09:01,Des Rocs,"Maybe, I",232.0
2023-04-04 09:01,grandson,Blood // Water - King Kavalier Remix,464.0
2023-04-04 09:01,Ariana Grande,raindrops (an angel cried),812.0
2023-04-04 09:01,The Last Shadow Puppets,Wondrous Place,69.0
2023-04-04 09:01,Sleeping With Sirens,Better Off Dead,626.0
2023-04-04 09:01,grandson,Darkside,3297.0
2023-04-04 09:01,TV Girl,Lovers Rock,766.0
2023-04-04 09:01,The Last Shadow Puppets,Wondrous Place,185.0
2023-04-04 09:01,Ariana Grande,Right There (feat. Big Sean),580.0
2023-04-04 09:01,NF,When I Grow Up,69.0
2023-04-04 09:01,The Last Shadow Puppets,The Meeting Place,603.0
2023-04-04 09:01,Conan Gray,Family Line,673.0
2023-04-04 09:01,Conan Gray,Family Line,208.0
2023-04-04 09:01,Rosa Walton,I Really Want to Stay at Your House,116.0
2023-04-04 09:01,BØRNS,"10,000 Emerald Pools",8870.0
2023-04-04 09:01,Joji,YUKON (INTERLUDE),534.0
2023-04-04 09:01,Ariana Grande,Just Look Up (From Don’t Look Up),185.0
2023-04-04 09:01,Clairo,Sofia,17448.0
2023-04-04 09:06,TV Girl,Lovers Rock,16486.0
2023-04-04 09:06,alt-J,Breezeblocks,116.0
2023-04-04 09:08,Joji,YUKON (INTERLUDE),141093.0
2023-04-04 09:12,Ariana Grande,NASA,227162.0
2023-04-04 09:12,My Chemical Romance,Na Na Na (Na Na Na Na Na Na Na Na Na),9217.0
2023-04-04 09:17,alt-J,Breezeblocks,227080.0
2023-04-04 09:20,Joji,Die For You,211666.0
2023-04-04 09:20,Cocteau Twins,"Sea, Swallow Me",1705.0
2023-04-04 09:20,The White Stripes,Icky Thump,5921.0
2023-04-04 09:20,Ariana Grande,Break Free,18756.0
2023-04-04 09:31,Dorothy,Raise Hell,149715.0
2023-04-04 09:32,Joji,YUKON (INTERLUDE),61370.0
2023-04-04 09:32,Cage The Elephant,Portuguese Knife Fight,1253.0
2023-04-04 09:32,Cage The Elephant,Ready To Let Go,464.0
2023-04-04 09:32,Conan Gray,Astronomy,20811.0
2023-04-04 09:32,Ariana Grande,my hair,14057.0
2023-04-04 09:35,Brioche,Pas d'aller sans retour,487.0
2023-04-04 09:35,UNDERGRUNN,Italia,170281.0
2023-04-04 09:35,Labrinth,Still Don't Know My Name,789.0
2023-04-04 09:35,UNDERGRUNN,Italia,1393.0
2023-04-04 09:35,Cage The Elephant,Ready To Let Go,325.0
2023-04-04 09:35,Leonard Cohen,Suzanne,4018.0
2023-04-04 09:35,Cage The Elephant,What I'm Becoming,69.0
