endTime,artistName,trackName,msPlayed
2023-04-30 14:28,The Neighbourhood,Single,487.0
2023-04-30 14:28,America,A Horse with No Name,812.0
2023-04-30 14:28,Led Zeppelin,When the Levee Breaks - Remaster,2275.0
2023-04-30 14:28,Ariana Grande,right there - live,2298.0
2023-04-30 14:28,Childish Gambino,Heartbeat,812.0
2023-04-30 14:28,The Neighbourhood,Single,743.0
2023-04-30 14:28,Childish Gambino,Heartbeat,232.0
2023-04-30 14:28,Childish Gambino,Heartbeat,371.0
2023-04-30 14:28,Gorillaz,DARE,1021.0
2023-04-30 14:28,88rising,Midsummer Madness,766.0
2023-04-30 14:28,88rising,Midsummer Madness,255.0
2023-04-30 14:28,Beach Weather,"Sex, Drugs, Etc.",2995.0
2023-04-30 14:28,The Neighbourhood,Compass,580.0
2023-04-30 14:28,The Neighbourhood,Compass,371.0
2023-04-30 14:28,Cage The Elephant,Ready To Let Go,952.0
2023-04-30 14:28,Led Zeppelin,Black Dog - Remaster,650.0
2023-04-30 14:28,Ariana Grande,MONOPOLY (with Victoria Monét),232.0
2023-04-30 14:28,The Neighbourhood,Cry Baby,255.0
2023-04-30 14:28,Nothing But Thieves,Amsterdam,5712.0
2023-04-30 14:28,Cheap Trick,I Want You to Want Me,26871.0
2023-04-30 14:28,Kaizers Orchestra,Hjerteknuser,4743.0
2023-04-30 14:28,Ariana Grande,pov,17849.0
2023-04-30 14:30,Arctic Monkeys,Perfect Sense,510.0
2023-04-30 14:30,Ariana Grande,fake smile,487.0
2023-04-30 14:30,Arctic Monkeys,Star Treatment,650.0
2023-04-30 14:30,Arctic Monkeys,Star Treatment,3204.0
2023-04-30 14:30,Arctic Monkeys,Do I Wanna Know?,1160.0
2023-04-30 14:30,Arctic Monkeys,Do I Wanna Know?,464.0
2023-04-30 14:30,Arctic Monkeys,Pretty Visitors,5921.0
2023-04-30 14:30,Arctic Monkeys,From The Ritz To The Rubble,673.0
2023-04-30 14:30,Arctic Monkeys,R U Mine?,487.0
2023-04-30 14:30,Arctic Monkeys,Star Treatment,348.0
2023-04-30 14:30,Arctic Monkeys,Perfect Sense,975.0
2023-04-30 14:30,Arctic Monkeys,I Wanna Be Yours,1950.0
2023-04-30 14:30,Arctic Monkeys,I Wanna Be Yours,696.0
2023-04-30 14:30,Arctic Monkeys,Star Treatment,2252.0
2023-04-30 14:30,Arctic Monkeys,Suck It and See,812.0
2023-04-30 14:30,Arctic Monkeys,Suck It and See,1044.0
2023-04-30 14:30,AURORA,Cure For Me,86285.0
2023-04-30 14:30,Arctic Monkeys,Don't Sit Down 'Cause I've Moved Your Chair,4992.0
2023-04-30 14:30,Arctic Monkeys,I Bet You Look Good On The Dancefloor,743.0
2023-04-30 14:30,Arctic Monkeys,Arabella,1114.0
2023-04-30 14:30,Arctic Monkeys,There’d Better Be A Mirrorball,835.0
2023-04-30 14:30,Ariana Grande,motive (with Doja Cat),1160.0
2023-04-30 14:30,Arctic Monkeys,Suck It and See,1857.0
2023-04-30 14:30,Arctic Monkeys,Brianstorm,2182.0
2023-04-30 14:30,Arctic Monkeys,Perfect Sense,301.0
2023-04-30 14:30,Arctic Monkeys,Suck It and See,580.0
2023-04-30 14:30,Arctic Monkeys,Suck It and See,719.0
2023-04-30 14:30,Arctic Monkeys,Body Paint,1369.0
2023-04-30 14:30,Ariana Grande,Side To Side,975.0
2023-04-30 14:30,AURORA,Runaway,3204.0
2023-04-30 14:30,Palaye Royale,Little Bastards,14727.0
2023-04-30 14:31,Wallows,Uncomfortable,441.0
2023-04-30 14:31,Gorillaz,Tormenta (feat. Bad Bunny),3436.0
2023-04-30 14:31,Gorillaz,Tormenta (feat. Bad Bunny),534.0
2023-04-30 14:31,The Smiths,This Charming Man - 2011 Remaster,812.0
2023-04-30 14:31,Arctic Monkeys,Why'd You Only Call Me When You're High?,1904.0
2023-04-30 14:31,The Neighbourhood,Stargazing,650.0
2023-04-30 14:31,Cage The Elephant,Sweetie Little Jean,1718.0
2023-04-30 14:31,Ariana Grande,"thank u, next",696.0
2023-04-30 14:31,Arctic Monkeys,Pretty Visitors,3088.0
2023-04-30 14:31,Gorillaz,Cracker Island (feat. Thundercat),859.0
