endTime,artistName,trackName,msPlayed
2023-10-12 09:39,TOTO,Hold the Line,853.0
2023-10-12 09:39,Lana Del Rey,Young And Beautiful,362.0
2023-10-12 09:39,Joji,Afterthought,362.0
2023-10-12 09:39,Pixies,Here Comes Your Man,682.0
2023-10-12 09:40,Current Joys,Kids,554.0
2023-10-12 09:40,Ariana Grande,Be My Baby,511.0
2023-10-12 09:40,Current Joys,Kids,1877.0
2023-10-12 09:40,Alice Merton,No Roots,426.0
2023-10-12 09:40,Derek & The Dominos,Layla,61973.0
2023-10-12 09:44,The Color Morale,Everlong,243173.0
2023-10-12 09:44,Boston,More Than a Feeling,2966.0
2023-10-12 09:44,Ariana Grande,Problem,20637.0
2023-10-12 09:44,JAWNY,Honeypie,10497.0
2023-10-12 09:46,MARBLES,I'm Not Ready,511.0
2023-10-12 09:46,Fools Garden,Lemon Tree,341.0
2023-10-12 09:46,Mr.Kitty,After Dark,234.0
2023-10-12 09:46,Pixies,Here Comes Your Man,917.0
2023-10-12 09:46,Des Rocs,Used to the Darkness,362.0
2023-10-12 09:46,Angus & Julia Stone,Chateau,362.0
2023-10-12 09:46,Angus & Julia Stone,Chateau,384.0
2023-10-12 09:46,Imagine Dragons,Bones,640.0
2023-10-12 09:46,The Technicolors,Neon Roses,191.0
2023-10-12 09:46,Des Rocs,Outta My Mind,810.0
2023-10-12 09:46,BØRNS,Seeing Stars,725.0
2023-10-12 09:46,boy pablo,ur phone,120635.0
2023-10-12 09:46,daddy's girl,after dark x sweater weather,661.0
2023-10-12 09:46,daddy's girl,after dark x sweater weather,298.0
2023-10-12 09:46,The Technicolors,Neon Roses,554.0
2023-10-12 09:46,Led Zeppelin,Ramble On - 1990 Remaster,1109.0
2023-10-12 09:46,MARBLES,I'm Not Ready,277.0
2023-10-12 09:46,Caroline Polachek,Hit Me Where It Hurts,383.0
2023-10-12 09:46,Caroline Polachek,Hit Me Where It Hurts,256.0
2023-10-12 09:46,Allie Cabal,City,490.0
2023-10-12 09:46,Tears For Fears,Everybody Wants To Rule The World,576.0
2023-10-12 09:46,Led Zeppelin,Ramble On - 1990 Remaster,960.0
2023-10-12 09:46,Wallows,Just Like a Movie,23781.0
2023-10-12 09:46,My Chemical Romance,Na Na Na (Na Na Na Na Na Na Na Na Na),17511.0
2023-10-12 09:47,daddy's girl,after dark x sweater weather,4735.0
2023-10-12 09:47,Kaizers Orchestra,Prosessen,810.0
2023-10-12 09:47,Kaizers Orchestra,Resistansen,362.0
2023-10-12 09:48,Kaizers Orchestra,Prosessen,97258.0
2023-10-12 09:48,Ariana Grande,Side To Side,10009.0
2023-10-12 09:52,I DONT KNOW HOW BUT THEY FOUND ME,Choke,195717.0
2023-10-12 09:53,4 Non Blondes,What's Up?,75526.0
2023-10-12 09:53,The Handsome Family,Far from Any Road,9811.0
2023-10-12 09:55,Kaizers Orchestra,Prosessen,65621.0
2023-10-12 09:55,Ariana Grande,successful,9361.0
2023-10-12 09:55,Rag'n'Bone Man,Alone,21569.0
2023-10-12 10:05,Kaizers Orchestra,Hjerteknuser,1749.0
2023-10-12 10:05,The Last Shadow Puppets,Separate And Ever Deadly,50090.0
2023-10-12 10:05,Ariana Grande,Almost Is Never Enough,15381.0
2023-10-12 10:05,MF DOOM,Doomsday,3962.0
2023-10-12 10:41,Kaizers Orchestra,Hjerteknuser,2176.0
2023-10-12 10:41,Tove Lo,Cool Girl,1215.0
2023-10-12 10:41,The Neighbourhood,Cry Baby,661.0
2023-10-12 10:41,Joji,SLOW DANCING IN THE DARK,25375.0
2023-10-12 10:41,Led Zeppelin,When the Levee Breaks - Remaster,20508.0
2023-10-12 10:42,The Growlers,Night Ride,831.0
2023-10-12 10:42,Tove Lo,Cool Girl,12586.0
2023-10-12 10:42,Alvvays,"Archie, Marry Me",810.0
2023-10-12 10:42,Peach Pit,Alrighty Aphrodite,533.0
2023-10-12 10:43,Alvvays,"Archie, Marry Me",109205.0
2023-10-12 10:43,Pixies,Here Comes Your Man,11851.0
2023-10-12 10:44,Arctic Monkeys,Snap Out Of It,469.0
2023-10-12 10:44,The Growlers,Night Ride,1578.0
2023-10-12 10:44,Tove Lo,Cool Girl,362.0
2023-10-12 10:44,Tove Lo,Cool Girl,917.0
2023-10-12 10:44,Lana Del Rey,Young And Beautiful,213.0
2023-10-12 10:44,Lana Del Rey,Young And Beautiful,533.0
2023-10-12 10:44,Lana Del Rey,Young And Beautiful,426.0
2023-10-12 10:44,Tove Lo,Cool Girl,405.0
2023-10-12 10:44,Childish Gambino,Heartbeat,11413.0
2023-10-12 10:44,Led Zeppelin,All My Love - Remaster,13374.0
2023-10-12 10:44,Enigma,Sadeness,8918.0
2023-10-12 10:47,Lana Del Rey,Young And Beautiful,178389.0
2023-10-12 10:47,Tove Lo,Cool Girl,2922.0
2023-10-12 10:47,Arctic Monkeys,Snap Out Of It,4053.0
2023-10-12 10:47,Tove Lo,Cool Girl,170.0
2023-10-12 10:48,Tove Lo,Cool Girl,90695.0
2023-10-12 10:48,The Last Shadow Puppets,"Sweet Dreams, TN",15253.0
2023-10-12 10:52,Tame Impala,Feels Like We Only Go Backwards,192946.0
2023-10-12 10:54,Cage The Elephant,Telescope,107745.0
2023-10-12 10:56,Alvvays,"Archie, Marry Me",156457.0
2023-10-12 10:56,Childish Gambino,Heartbeat,6737.0
2023-10-12 10:57,Suákata,Centro,1708.0
2023-10-12 10:57,Joji,Afterthought,48676.0
2023-10-12 11:00,Joji,Afterthought,169941.0
2023-10-12 11:07,Suákata,Centro,397302.0
2023-10-12 11:07,Ariana Grande,Side To Side,8851.0
2023-10-12 11:07,Ariana Grande,MONOPOLY (with Victoria Monét),23593.0
2023-10-12 11:08,Ariana Grande,Break Free,28520.0
2023-10-12 11:13,Creedence Clearwater Revival,Up Around The Bend,161281.0
2023-10-12 11:13,The Pretty Reckless,Goin' Down,24225.0
2023-10-12 11:14,Joji,Afterthought,0.0
2023-10-12 11:14,Pixies,Here Comes Your Man,10513.0
2023-10-12 11:17,Joji,Afterthought,194872.0
2023-10-12 11:18,Bring Me The Horizon,Drown,80462.0
2023-10-12 11:18,The Handsome Family,Far from Any Road,28922.0
2023-10-12 14:43,MF DOOM,Rapp Snitch Knishes feat. Mr. Fantastik,719.0
