endTime,artistName,trackName,msPlayed
2023-03-16 10:36,Mr.Kitty,After Dark,998.0
2023-03-16 10:36,CORPSE,MISA MISA!,998.0
2023-03-16 10:36,The Handsome Family,Far from Any Road,650.0
2023-03-16 10:36,Mr.Kitty,After Dark,882.0
2023-03-16 10:36,Led Zeppelin,Over the Hills and Far Away - Remaster,185.0
2023-03-16 10:36,Matthew Dear,Bad Ones (feat. Tegan and Sara),2530.0
2023-03-16 10:36,Troye Sivan,The Good Side,696.0
2023-03-16 10:36,BØRNS,Clouds,859.0
2023-03-16 10:36,Mareux,The Perfect Girl,348.0
2023-03-16 10:36,Ariana Grande,Stuck with U (with Justin Bieber),29019.0
2023-03-16 10:36,Led Zeppelin,All My Love - Remaster,21517.0
2023-03-16 10:37,Paramore,Ain't It Fun,10293.0
2023-03-16 11:00,Kaizers Orchestra,Prosessen,198902.0
2023-03-16 11:00,Gotye,Somebody That I Used To Know,26327.0
2023-03-16 11:34,Kaizers Orchestra,Prosessen,51639.0
2023-03-16 11:34,Yumi Zouma,Barricade (Matter Of Fact),8189.0
2023-03-16 12:18,Yumi Zouma,Right Track / Wrong Man,176186.0
2023-03-16 12:18,The 1975,Love It If We Made It,14494.0
2023-03-16 12:18,Nick Cave & The Bad Seeds,O Children,12795.0
2023-03-16 12:20,The Score,Legend,650.0
2023-03-16 12:20,Conan Gray,Overdrive,1741.0
2023-03-16 12:20,Two Feet,Go Fuck Yourself,48420.0
2023-03-16 12:20,grandson,Rain (from The Suicide Squad),1778.0
2023-03-16 13:00,Enigma,Sadeness,719.0
2023-03-16 13:00,CORPSE,MISA MISA!,580.0
2023-03-16 13:00,The Handsome Family,Far from Any Road,1509.0
2023-03-16 13:00,Sports,You Are the Right One,510.0
2023-03-16 13:00,Alvvays,Dreams Tonite,975.0
2023-03-16 13:00,Mareux,The Perfect Girl,417.0
2023-03-16 13:00,CORPSE,MISA MISA!,487.0
2023-03-16 13:00,Mareux,The Perfect Girl,255.0
2023-03-16 13:00,The Handsome Family,Far from Any Road,905.0
2023-03-16 13:00,Alvvays,Dreams Tonite,789.0
2023-03-16 13:00,Conan Gray,Overdrive,51966.0
2023-03-16 13:01,CORPSE,MISA MISA!,85894.0
2023-03-16 13:01,Arctic Monkeys,Arabella,10259.0
2023-03-16 13:05,The Notorious B.I.G.,Ms. Wallace - 2005 Remaster,19659.0
2023-03-16 13:05,You Me At Six,Bite My Tongue,928.0
2023-03-16 13:05,Elton John,Cold Heart - PNAU Remix,202735.0
2023-03-16 13:05,Pixies,Here Comes Your Man,603.0
2023-03-16 13:05,Ariana Grande,Dangerous Woman,27771.0
2023-03-16 13:07,Nick Cave & The Bad Seeds,O Children,534.0
2023-03-16 13:07,Led Zeppelin,When the Levee Breaks - Remaster,487.0
2023-03-16 13:07,BØRNS,Seeing Stars,232.0
2023-03-16 13:07,You Me At Six,Bite My Tongue,147516.0
2023-03-16 13:07,Cage The Elephant,The War Is Over,25143.0
2023-03-16 13:07,Ariana Grande,Let Me Love You,14333.0
2023-03-16 13:07,Imagine Dragons,Bones,11071.0
